ln_invest,year,risk_text_count,项目概况_len,合作范围_len,批复意见_len,所在区域(省),所属行业(一级行业),所属行业(二级行业),运作方式,回报机制,采购方式,y_true,prob_Logistic,pred_Logistic,prob_RandomForest,pred_RandomForest,prob_XGBoost,pred_XGBoost,prob_LightGBM,pred_LightGBM,prob_CatBoost,pred_CatBoost,prob_Blending(RF+XGB+LGBM+CATB),pred_Blending(RF+XGB+LGBM+CATB)
25.403900203602284,2017,9,432,490,83,安徽省,城镇综合开发,园区开发,TOT+BOT,可行性缺口补助,竞争性磋商,0,0.11427191648496347,0,0.1413307971003565,0,0.034155257,0,0.021275540971343453,0,0.026868047863381116,0,0.055907410745325944,0
24.95268019119754,2015,7,167,137,414,广东省,文化,文化场馆,BOT,政府付费,公开招标,0,0.08316609130145038,0,0.11283086548251828,0,0.07006763,0,0.06421075559775628,0,0.0654061630675661,0,0.07812885334148553,0
22.459542546641355,2018,9,316,275,177,广东省,生态建设和环境保护,综合治理,BOT,可行性缺口补助,公开招标,0,0.35726296245176137,0,0.13754115848900814,0,0.086388655,0,0.044307643771034834,0,0.10597081024520975,0,0.09355206687803456,0
25.535475232663853,2016,3,130,258,2,广西壮族自治区,生态建设和环境保护,综合治理,BOT,可行性缺口补助,公开招标,0,0.21839884198388274,0,0.22490499160394967,0,0.05770996,0,0.045357205770830564,0,0.08429989119457638,0,0.1030680117434148,0
24.14380822490504,2017,2,279,260,149,山东省,市政工程,其他,BOT,可行性缺口补助,公开招标,0,0.24760095604510127,0,0.13190541415364687,0,0.042417113,0,0.022374129167841546,0,0.06592723682219066,0,0.06565597322039328,0
23.98991759758064,2016,0,371,424,19,福建省,市政工程,污水处理,BOT,可行性缺口补助,公开招标,0,0.1272697601324131,0,0.12886956124904642,0,0.034730725,0,0.0153963322025865,0,0.04294330638053857,0,0.055484981205634845,0
27.300224144482637,2017,0,365,264,33,江苏省,旅游,文化旅游,BOT,可行性缺口补助,公开招标,0,0.34966187285585426,0,0.13549482580837197,0,0.07455058,0,0.046296398164161076,0,0.06031522772420822,0,0.07916425705119662,0
23.37735251517556,2016,1,364,14,35,安徽省,市政工程,排水,BOT,可行性缺口补助,公开招标,0,0.05998211440400988,0,0.10131872732368102,0,0.010601569,0,0.005118851210106702,0,0.01951244491291065,0,0.03413789810345058,0
25.081844197032986,2018,5,469,314,177,山东省,体育,体育,TOT,可行性缺口补助,邀请招标,1,0.33051368213113347,0,0.1869585927204986,0,0.08873458,0,0.03588787237194938,0,0.12142426261679118,0,0.10825132744394379,0
24.086207373188667,2015,1,329,128,48,浙江省,水利建设,防洪,BOT,政府付费,公开招标,0,0.03742907757889129,0,0.06481872275382874,0,0.011092724,0,0.005554833819554504,0,0.017621065374651818,0,0.02477183655665107,0
24.74486047882177,2017,0,285,199,2,河南省,水利建设,防洪,BOT,可行性缺口补助,公开招标,0,0.5643406097134569,1,0.17688563127245385,0,0.13196419,0,0.16790189386047652,0,0.15236677046886685,0,0.15727962184904815,0
26.02130876584488,2015,0,484,395,100,云南省,生态建设和环境保护,综合治理,TOT+BOT,政府付费,竞争性磋商,0,0.03659152345346422,0,0.07683190957219822,0,0.010825753,0,0.006539877475400249,0,0.015142377055368165,0,0.027334979328735434,0
25.75307597963421,2021,1,241,25,2,江西省,市政工程,海绵城市,BOT,可行性缺口补助,公开招标,0,0.6198805975753384,1,0.2991953439973661,0,0.039957725,0,0.022772346128410077,0,0.13095692913080634,0,0.12322058594205146,0
24.706074186440915,2017,1,444,117,37,广东省,市政工程,污水处理,BOT,政府付费,公开招标,0,0.1954022116758713,0,0.08511345102920126,0,0.049631752,0,0.031705702407965414,0,0.053683714376772655,0,0.055033654971926034,0
24.615536237847618,2020,1,377,37,4,广西壮族自治区,交通运输,交通运输,BOT,政府付费,公开招标,1,0.8138882146969936,1,0.3688947533864543,0,0.54703593,1,0.525723361438757,1,0.5225376706717946,1,0.49104792950947485,0
26.343666702667186,2017,0,142,142,160,河南省,市政工程,其他,BOT,政府付费,公开招标,0,0.3761660793585713,0,0.110868190121562,0,0.080139175,0,0.03796930027837031,0,0.08807736954627932,0,0.07926350875090571,0
24.92148591277138,2019,0,270,132,8,辽宁省,市政工程,供热,TOT,可行性缺口补助,邀请招标,1,0.8003423144966614,1,0.42784628160368054,0,0.67219675,1,0.6475586236997504,1,0.5297497622774042,1,0.5693378533633332,1
25.45776108133489,2015,0,159,65,89,安徽省,政府基础设施,政府基础设施,BOT,政府付费,公开招标,0,0.013050400662984117,0,0.06966760729687757,0,0.0061292,0,0.002172199629262008,0,0.010009154563384649,0,0.021994540398537064,0
25.30786365547456,2019,4,132,306,14,河南省,林业,林业,BOT,可行性缺口补助,公开招标,0,0.824917632464858,1,0.4161720693554832,0,0.4418675,0,0.5298196503174745,1,0.48895068433299665,0,0.46920247613738714,0
